task,scale,repo,commit,issue_url,mode,repeat,provider,model,trace_backend,document_lines,wall_s,recovery_wall_s,prompt_tokens,completion_tokens,total_tokens,tool_calls,model_calls,recovery_ledger_steps,rollback_targets,regenerated_paths,independent_retained,independent_unchanged,documents_valid,solution_present,derived_removed,host_leak_before_commit,tests_rc,finished,finish_called,committed,success,error
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,whole_branch_abort,0,openrouter,meta-llama/llama-4-scout,strace,64,48.43711,33.670578,26634,1098,27732,11,11,10,"[0, 1, 2, 3, 4, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-y2ilzwdt/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-y2ilzwdt/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-y2ilzwdt/repo/recovery_notes', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-y2ilzwdt/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-y2ilzwdt/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-y2ilzwdt/repo/recovery_notes/validation.md']",False,False,False,True,True,False,4,True,True,True,False,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,causal,0,openrouter,qwen/qwen3.8-27b,strace,16,319.976121,308.839133,53327,7473,60800,12,9,10,"[1, 3, 4]","['tmp/agenttx-github-short_requests_timeout-causal-0-evonc10f/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-causal-0-evonc10f/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-causal-0-evonc10f/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-causal-0-evonc10f/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-causal-0-evonc10f/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,temporal_checkpoint,0,openrouter,qwen/qwen3.8-27b,strace,16,177.282515,165.802048,54774,5311,60085,14,9,12,"[1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-npesnxme/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-npesnxme/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-npesnxme/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-npesnxme/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-npesnxme/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-npesnxme/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,whole_branch_abort,0,openrouter,qwen/qwen3.8-27b,strace,16,476.193876,464.849731,34707,11356,46063,11,6,9,"[0, 1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-2w9166u3/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-2w9166u3/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-2w9166u3/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-2w9166u3/repo/pyproject.toml', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-2w9166u3/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-2w9166u3/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-2w9166u3/repo/recovery_tests', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-2w9166u3/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,causal,0,openrouter,qwen/qwen3.8-27b,strace,32,173.235116,157.040813,45557,3336,48893,11,7,9,"[1, 4, 5]","['tmp/agenttx-github-medium_flask_config-causal-0-rnz6a92a/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-causal-0-rnz6a92a/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-causal-0-rnz6a92a/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-causal-0-rnz6a92a/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-causal-0-rnz6a92a/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-causal-0-rnz6a92a/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,temporal_checkpoint,0,openrouter,qwen/qwen3.8-27b,strace,32,397.710671,383.249576,47875,11926,59801,11,8,9,"[1, 2, 3, 4, 5]","['tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj9esyz1/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj9esyz1/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj9esyz1/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj9esyz1/repo/recovery_notes', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj9esyz1/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj9esyz1/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-tj9esyz1/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,whole_branch_abort,0,openrouter,qwen/qwen3.8-27b,strace,32,400.977851,387.883254,46496,18284,64780,11,7,9,"[0, 1, 2, 3, 4, 5]","['tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-0l8w_whn/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-0l8w_whn/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-0l8w_whn/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-0l8w_whn/repo/recovery_notes', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-0l8w_whn/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-0l8w_whn/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-0l8w_whn/repo/recovery_tests', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-0l8w_whn/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,causal,0,openrouter,qwen/qwen3.8-2.4t-a95b,strace,16,66.138084,50.697228,19974,3493,23467,11,6,10,"[1, 3, 4]","['tmp/agenttx-github-short_requests_timeout-causal-0-gkkgez_e/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-causal-0-gkkgez_e/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-short_requests_timeout-causal-0-gkkgez_e/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-causal-0-gkkgez_e/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-causal-0-gkkgez_e/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-causal-0-gkkgez_e/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,temporal_checkpoint,0,openrouter,qwen/qwen3.8-2.4t-a95b,strace,16,69.671108,58.321464,28889,4284,33173,11,8,10,"[1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-i7lgffou/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-i7lgffou/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-i7lgffou/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-i7lgffou/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-i7lgffou/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-i7lgffou/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-i7lgffou/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,whole_branch_abort,0,openrouter,qwen/qwen3.8-2.4t-a95b,strace,16,89.177447,77.629628,32450,8240,40690,12,6,10,"[0, 1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-q1qh_59s/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-q1qh_59s/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-q1qh_59s/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-q1qh_59s/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-q1qh_59s/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-q1qh_59s/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-q1qh_59s/repo/recovery_tests', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-q1qh_59s/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,causal,0,openrouter,qwen/qwen3.8-2.4t-a95b,strace,32,49.548192,36.313177,24292,1529,25821,10,6,9,"[1, 4, 5]","['tmp/agenttx-github-medium_flask_config-causal-0-ovysxz20/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-causal-0-ovysxz20/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-causal-0-ovysxz20/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-causal-0-ovysxz20/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-causal-0-ovysxz20/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-causal-0-ovysxz20/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,temporal_checkpoint,0,openrouter,qwen/qwen3.8-2.4t-a95b,strace,32,118.336804,104.149727,79291,9731,89022,14,10,12,"[1, 2, 3, 4, 5]","['tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-e35_1i10/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-e35_1i10/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-e35_1i10/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-e35_1i10/repo/pyproject.toml', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-e35_1i10/repo/recovery_notes', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-e35_1i10/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-e35_1i10/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-temporal_checkpoint-0-e35_1i10/repo/recovery_tests/test_task.py']",False,False,False,True,True,False,0,True,True,True,False,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,whole_branch_abort,0,openrouter,qwen/qwen3.8-2.4t-a95b,strace,32,144.966614,131.717307,71989,16028,88017,14,10,12,"[0, 1, 2, 3, 4, 5]","['tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-945uas29/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-945uas29/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-945uas29/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-945uas29/repo/recovery_notes', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-945uas29/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-945uas29/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-945uas29/repo/recovery_tests', 'tmp/agenttx-github-medium_flask_config-whole_branch_abort-0-945uas29/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,causal,0,openrouter,qwen/qwen3.8-2.4t-a95b,strace,64,74.280622,58.584714,51353,3557,54910,14,9,13,"[1, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-causal-0-7x5g75mr/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-7x5g75mr/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-7x5g75mr/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-7x5g75mr/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-7x5g75mr/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-7x5g75mr/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-7x5g75mr/repo/recovery_notes/validation.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-7x5g75mr/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,temporal_checkpoint,0,openrouter,qwen/qwen3.8-2.4t-a95b,strace,64,114.682189,99.034431,35966,12748,48714,14,6,12,"[1, 2, 3, 4, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-k0rehvz6/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-k0rehvz6/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-k0rehvz6/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-k0rehvz6/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-k0rehvz6/repo/recovery_notes', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-k0rehvz6/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-k0rehvz6/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-k0rehvz6/repo/recovery_notes/validation.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-k0rehvz6/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,whole_branch_abort,0,openrouter,qwen/qwen3.8-2.4t-a95b,strace,64,261.501859,246.349174,224087,20860,244947,27,22,25,"[0, 1, 2, 3, 4, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/recovery_notes', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/recovery_notes/validation.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/recovery_tests', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/recovery_tests/test_task.py', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/src', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/src/_pytest', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/src/_pytest/__pycache__', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/src/_pytest/__pycache__/__init__.cpython-38.pyc', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/src/_pytest/_code', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/src/_pytest/_code/__pycache__', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/src/_pytest/_code/__pycache__/__init__.cpython-38.pyc', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/src/_pytest/_code/__pycache__/code.cpython-38.pyc', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/src/pytest', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/src/pytest/__pycache__', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-fphzk4mw/repo/src/pytest/__pycache__/__init__.cpython-38.pyc']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,causal,0,openrouter,qwen/qwen3.8-27b,strace,64,236.664956,222.055285,112934,5396,118330,19,17,17,"[1, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-causal-0-z6lhwtfu/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-z6lhwtfu/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-z6lhwtfu/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-causal-0-z6lhwtfu/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,temporal_checkpoint,0,openrouter,qwen/qwen3.8-27b,strace,64,396.296239,380.741758,100481,15088,115569,16,13,14,"[1, 2, 3, 4, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-rbtw8d75/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-rbtw8d75/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-rbtw8d75/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-rbtw8d75/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-rbtw8d75/repo/recovery_notes', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-rbtw8d75/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-rbtw8d75/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-rbtw8d75/repo/recovery_notes/validation.md', 'tmp/agenttx-github-long_pytest_plugin_selection-temporal_checkpoint-0-rbtw8d75/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
long_pytest_plugin_selection,long,pytest-dev/pytest,8f84744c418689e7b723d50aca54cd9d6c33af2e,https://github.com/pytest-dev/pytest/issues/5822,whole_branch_abort,0,openrouter,qwen/qwen3.8-27b,strace,64,606.806442,592.406183,72587,18482,91069,15,9,13,"[0, 1, 2, 3, 4, 5, 6]","['tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-r3rdwyiy/repo/agenttx_solution', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-r3rdwyiy/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-r3rdwyiy/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-r3rdwyiy/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-r3rdwyiy/repo/recovery_notes', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-r3rdwyiy/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-r3rdwyiy/repo/recovery_notes/design.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-r3rdwyiy/repo/recovery_notes/validation.md', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-r3rdwyiy/repo/recovery_tests', 'tmp/agenttx-github-long_pytest_plugin_selection-whole_branch_abort-0-r3rdwyiy/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,causal,0,openrouter,x-ai/grok-4.6,strace,16,55.86588,44.173501,20221,1036,21257,10,6,9,"[1, 3, 4]","['tmp/agenttx-github-short_requests_timeout-causal-0-wdyi1ln4/repo/README.md', 'tmp/agenttx-github-short_requests_timeout-causal-0-wdyi1ln4/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-causal-0-wdyi1ln4/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-short_requests_timeout-causal-0-wdyi1ln4/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-causal-0-wdyi1ln4/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-causal-0-wdyi1ln4/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-causal-0-wdyi1ln4/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,temporal_checkpoint,0,openrouter,x-ai/grok-4.6,strace,16,53.58783,41.592279,12560,1233,13793,9,5,8,"[1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-j5hmnq1t/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-j5hmnq1t/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-j5hmnq1t/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-j5hmnq1t/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-j5hmnq1t/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-j5hmnq1t/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-temporal_checkpoint-0-j5hmnq1t/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
short_requests_timeout,short,psf/requests,8068356288978c4f54661ae6f95afe0e0831885e,https://github.com/psf/requests/issues/5227,whole_branch_abort,0,openrouter,x-ai/grok-4.6,strace,16,94.473342,83.289538,20463,3768,24231,11,6,10,"[0, 1, 2, 3, 4]","['tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-_c_qw78p/repo/README.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-_c_qw78p/repo/agenttx_solution', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-_c_qw78p/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-_c_qw78p/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-_c_qw78p/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-_c_qw78p/repo/recovery_notes', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-_c_qw78p/repo/recovery_notes/design.md', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-_c_qw78p/repo/recovery_tests', 'tmp/agenttx-github-short_requests_timeout-whole_branch_abort-0-_c_qw78p/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
medium_flask_config,medium,pallets/flask,d318b683471101618febed18996405ad26462110,https://github.com/pallets/flask/issues/3219,causal,0,openrouter,x-ai/grok-4.6,strace,32,61.005387,47.892289,16405,1494,17899,10,5,9,"[1, 4, 5]","['tmp/agenttx-github-medium_flask_config-causal-0-jzciq4pn/repo/agenttx_solution', 'tmp/agenttx-github-medium_flask_config-causal-0-jzciq4pn/repo/agenttx_solution/__init__.py', 'tmp/agenttx-github-medium_flask_config-causal-0-jzciq4pn/repo/agenttx_solution/solution.py', 'tmp/agenttx-github-medium_flask_config-causal-0-jzciq4pn/repo/agenttx_task_spec/TASK.md', 'tmp/agenttx-github-medium_flask_config-causal-0-jzciq4pn/repo/recovery_notes/changelog.md', 'tmp/agenttx-github-medium_flask_config-causal-0-jzciq4pn/repo/recovery_notes/design.md', 'tmp/agenttx-github-medium_flask_config-causal-0-jzciq4pn/repo/recovery_tests/test_task.py']",True,False,True,True,True,False,0,True,True,True,True,
