suite,task,scale,difficulty,category,version,official_group,repo,commit,mode,repeat,oracle,provider,model,harness_backend,execution_boundary,trace_backend,wall_s,recovery_wall_s,prompt_tokens,completion_tokens,total_tokens,tool_calls,usage_source,model_calls,harness_returncode,harness_stdout,harness_stderr,recovery_ledger_steps,rollback_targets,regenerated_paths,independent_retained,independent_unchanged,documents_valid,derived_removed,host_leak_before_commit,tests_rc,tests_ok,finished,finish_called,committed,success,injected,error,verifier_stdout,verifier_stderr
swe,django__django-14997,long,,django/django,4.1,django/django,django/django,0d4e575c96d408e0efb4dfd0cbfc864219776950,causal,0,True,oracle,oracle,oracle,oracle,strace,55.581297,40.688554,0,0,0,0,oracle,0,0,,,3,"[0, 4, 5]","[""tmp/agenttx-swe-django__django-14997-causal-0-fpzyn9au/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-14997-causal-0-fpzyn9au/repo/django"", ""tmp/agenttx-swe-django__django-14997-causal-0-fpzyn9au/repo/django/db"", ""tmp/agenttx-swe-django__django-14997-causal-0-fpzyn9au/repo/django/db/backends"", ""tmp/agenttx-swe-django__django-14997-causal-0-fpzyn9au/repo/django/db/backends/ddl_references.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1, 2, 3], ""derived_step"": 4, ""test_run_step"": 5, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 3 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
Creating test database for alias 'other'...
...
----------------------------------------------------------------------
Ran 3 tests in 0.042s

OK
Destroying test database for alias 'default'...
Destroying test database for alias 'other'...
"
swe,django__django-14997,long,,django/django,4.1,django/django,django/django,0d4e575c96d408e0efb4dfd0cbfc864219776950,temporal_checkpoint,0,True,oracle,oracle,oracle,oracle,strace,26.477043,12.878758,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3, 4, 5]","[""tmp/agenttx-swe-django__django-14997-temporal_checkpoint-0-dzl_1oe1/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-14997-temporal_checkpoint-0-dzl_1oe1/repo/django"", ""tmp/agenttx-swe-django__django-14997-temporal_checkpoint-0-dzl_1oe1/repo/django/db"", ""tmp/agenttx-swe-django__django-14997-temporal_checkpoint-0-dzl_1oe1/repo/django/db/backends"", ""tmp/agenttx-swe-django__django-14997-temporal_checkpoint-0-dzl_1oe1/repo/django/db/backends/ddl_references.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1, 2, 3], ""derived_step"": 4, ""test_run_step"": 5, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 3 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
Creating test database for alias 'other'...
...
----------------------------------------------------------------------
Ran 3 tests in 0.044s

OK
Destroying test database for alias 'default'...
Destroying test database for alias 'other'...
"
swe,django__django-14997,long,,django/django,4.1,django/django,django/django,0d4e575c96d408e0efb4dfd0cbfc864219776950,whole_branch_abort,0,True,oracle,oracle,oracle,oracle,strace,26.748777,12.976943,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3, 4, 5]","[""tmp/agenttx-swe-django__django-14997-whole_branch_abort-0-noepb8s0/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-14997-whole_branch_abort-0-noepb8s0/repo/django"", ""tmp/agenttx-swe-django__django-14997-whole_branch_abort-0-noepb8s0/repo/django/db"", ""tmp/agenttx-swe-django__django-14997-whole_branch_abort-0-noepb8s0/repo/django/db/backends"", ""tmp/agenttx-swe-django__django-14997-whole_branch_abort-0-noepb8s0/repo/django/db/backends/ddl_references.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1, 2, 3], ""derived_step"": 4, ""test_run_step"": 5, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 3 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
Creating test database for alias 'other'...
...
----------------------------------------------------------------------
Ran 3 tests in 0.042s

OK
Destroying test database for alias 'default'...
Destroying test database for alias 'other'...
"
swe,django__django-14999,short,,django/django,4.1,django/django,django/django,a754b82dac511475b6276039471ccd17cc64aeb8,causal,0,True,oracle,oracle,oracle,oracle,strace,50.809997,39.577703,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-14999-causal-0-79splmv_/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-14999-causal-0-79splmv_/repo/django"", ""tmp/agenttx-swe-django__django-14999-causal-0-79splmv_/repo/django/db"", ""tmp/agenttx-swe-django__django-14999-causal-0-79splmv_/repo/django/db/migrations"", ""tmp/agenttx-swe-django__django-14999-causal-0-79splmv_/repo/django/db/migrations/operations"", ""tmp/agenttx-swe-django__django-14999-causal-0-79splmv_/repo/django/db/migrations/operations/models.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 1 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
Creating test database for alias 'other'...
.
----------------------------------------------------------------------
Ran 1 test in 0.008s

OK
Destroying test database for alias 'default'...
Destroying test database for alias 'other'...
"
swe,django__django-14999,short,,django/django,4.1,django/django,django/django,a754b82dac511475b6276039471ccd17cc64aeb8,temporal_checkpoint,0,True,oracle,oracle,oracle,oracle,strace,22.472976,12.1303,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-14999-temporal_checkpoint-0-k9_ch6rz/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-14999-temporal_checkpoint-0-k9_ch6rz/repo/django"", ""tmp/agenttx-swe-django__django-14999-temporal_checkpoint-0-k9_ch6rz/repo/django/db"", ""tmp/agenttx-swe-django__django-14999-temporal_checkpoint-0-k9_ch6rz/repo/django/db/migrations"", ""tmp/agenttx-swe-django__django-14999-temporal_checkpoint-0-k9_ch6rz/repo/django/db/migrations/operations"", ""tmp/agenttx-swe-django__django-14999-temporal_checkpoint-0-k9_ch6rz/repo/django/db/migrations/operations/models.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 1 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
Creating test database for alias 'other'...
.
----------------------------------------------------------------------
Ran 1 test in 0.008s

OK
Destroying test database for alias 'default'...
Destroying test database for alias 'other'...
"
swe,django__django-14999,short,,django/django,4.1,django/django,django/django,a754b82dac511475b6276039471ccd17cc64aeb8,whole_branch_abort,0,True,oracle,oracle,oracle,oracle,strace,22.861184,12.352767,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-14999-whole_branch_abort-0-twgkp8ix/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-14999-whole_branch_abort-0-twgkp8ix/repo/django"", ""tmp/agenttx-swe-django__django-14999-whole_branch_abort-0-twgkp8ix/repo/django/db"", ""tmp/agenttx-swe-django__django-14999-whole_branch_abort-0-twgkp8ix/repo/django/db/migrations"", ""tmp/agenttx-swe-django__django-14999-whole_branch_abort-0-twgkp8ix/repo/django/db/migrations/operations"", ""tmp/agenttx-swe-django__django-14999-whole_branch_abort-0-twgkp8ix/repo/django/db/migrations/operations/models.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 1 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
Creating test database for alias 'other'...
.
----------------------------------------------------------------------
Ran 1 test in 0.008s

OK
Destroying test database for alias 'default'...
Destroying test database for alias 'other'...
"
swe,django__django-15061,short,,django/django,4.1,django/django,django/django,2c01ebb4be5d53cbf6450f356c10e436025d6d07,causal,0,True,oracle,oracle,oracle,oracle,strace,49.732933,38.314817,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-15061-causal-0-ykz8hwya/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15061-causal-0-ykz8hwya/repo/django"", ""tmp/agenttx-swe-django__django-15061-causal-0-ykz8hwya/repo/django/forms"", ""tmp/agenttx-swe-django__django-15061-causal-0-ykz8hwya/repo/django/forms/widgets.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 3 test(s).
System check identified no issues (0 silenced).
","...
----------------------------------------------------------------------
Ran 3 tests in 0.015s

OK
"
swe,django__django-15061,short,,django/django,4.1,django/django,django/django,2c01ebb4be5d53cbf6450f356c10e436025d6d07,temporal_checkpoint,0,True,oracle,oracle,oracle,oracle,strace,22.779119,12.327575,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-15061-temporal_checkpoint-0-99r4ibgi/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15061-temporal_checkpoint-0-99r4ibgi/repo/django"", ""tmp/agenttx-swe-django__django-15061-temporal_checkpoint-0-99r4ibgi/repo/django/forms"", ""tmp/agenttx-swe-django__django-15061-temporal_checkpoint-0-99r4ibgi/repo/django/forms/widgets.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 3 test(s).
System check identified no issues (0 silenced).
","...
----------------------------------------------------------------------
Ran 3 tests in 0.016s

OK
"
swe,django__django-15061,short,,django/django,4.1,django/django,django/django,2c01ebb4be5d53cbf6450f356c10e436025d6d07,whole_branch_abort,0,True,oracle,oracle,oracle,oracle,strace,22.419164,11.985747,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-15061-whole_branch_abort-0-zmuqgui_/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15061-whole_branch_abort-0-zmuqgui_/repo/django"", ""tmp/agenttx-swe-django__django-15061-whole_branch_abort-0-zmuqgui_/repo/django/forms"", ""tmp/agenttx-swe-django__django-15061-whole_branch_abort-0-zmuqgui_/repo/django/forms/widgets.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 3 test(s).
System check identified no issues (0 silenced).
","...
----------------------------------------------------------------------
Ran 3 tests in 0.016s

OK
"
swe,django__django-15202,short,,django/django,4.1,django/django,django/django,4fd3044ca0135da903a70dfb66992293f529ecf1,causal,0,True,oracle,oracle,oracle,oracle,strace,52.797357,41.158657,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-15202-causal-0-8v172orm/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15202-causal-0-8v172orm/repo/django"", ""tmp/agenttx-swe-django__django-15202-causal-0-8v172orm/repo/django/core"", ""tmp/agenttx-swe-django__django-15202-causal-0-8v172orm/repo/django/core/validators.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 2 test(s).
System check identified no issues (0 silenced).
","..
----------------------------------------------------------------------
Ran 2 tests in 0.029s

OK
"
swe,django__django-15202,short,,django/django,4.1,django/django,django/django,4fd3044ca0135da903a70dfb66992293f529ecf1,temporal_checkpoint,0,True,oracle,oracle,oracle,oracle,strace,22.576562,12.242822,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-15202-temporal_checkpoint-0-n5beooi1/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15202-temporal_checkpoint-0-n5beooi1/repo/django"", ""tmp/agenttx-swe-django__django-15202-temporal_checkpoint-0-n5beooi1/repo/django/core"", ""tmp/agenttx-swe-django__django-15202-temporal_checkpoint-0-n5beooi1/repo/django/core/validators.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 2 test(s).
System check identified no issues (0 silenced).
","..
----------------------------------------------------------------------
Ran 2 tests in 0.029s

OK
"
swe,django__django-15202,short,,django/django,4.1,django/django,django/django,4fd3044ca0135da903a70dfb66992293f529ecf1,whole_branch_abort,0,True,oracle,oracle,oracle,oracle,strace,22.735394,12.37281,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-15202-whole_branch_abort-0-vs_769rs/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15202-whole_branch_abort-0-vs_769rs/repo/django"", ""tmp/agenttx-swe-django__django-15202-whole_branch_abort-0-vs_769rs/repo/django/core"", ""tmp/agenttx-swe-django__django-15202-whole_branch_abort-0-vs_769rs/repo/django/core/validators.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 2 test(s).
System check identified no issues (0 silenced).
","..
----------------------------------------------------------------------
Ran 2 tests in 0.029s

OK
"
swe,django__django-15213,short,,django/django,4.1,django/django,django/django,03cadb912c78b769d6bf4a943a2a35fc1d952960,causal,0,True,oracle,oracle,oracle,oracle,strace,52.725838,41.491418,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-15213-causal-0-ud4sa4dc/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15213-causal-0-ud4sa4dc/repo/django"", ""tmp/agenttx-swe-django__django-15213-causal-0-ud4sa4dc/repo/django/db"", ""tmp/agenttx-swe-django__django-15213-causal-0-ud4sa4dc/repo/django/db/models"", ""tmp/agenttx-swe-django__django-15213-causal-0-ud4sa4dc/repo/django/db/models/fields"", ""tmp/agenttx-swe-django__django-15213-causal-0-ud4sa4dc/repo/django/db/models/fields/__init__.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 3 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
...
----------------------------------------------------------------------
Ran 3 tests in 0.013s

OK
Destroying test database for alias 'default'...
"
swe,django__django-15213,short,,django/django,4.1,django/django,django/django,03cadb912c78b769d6bf4a943a2a35fc1d952960,temporal_checkpoint,0,True,oracle,oracle,oracle,oracle,strace,23.020662,12.51096,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-15213-temporal_checkpoint-0-c1mk7jtq/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15213-temporal_checkpoint-0-c1mk7jtq/repo/django"", ""tmp/agenttx-swe-django__django-15213-temporal_checkpoint-0-c1mk7jtq/repo/django/db"", ""tmp/agenttx-swe-django__django-15213-temporal_checkpoint-0-c1mk7jtq/repo/django/db/models"", ""tmp/agenttx-swe-django__django-15213-temporal_checkpoint-0-c1mk7jtq/repo/django/db/models/fields"", ""tmp/agenttx-swe-django__django-15213-temporal_checkpoint-0-c1mk7jtq/repo/django/db/models/fields/__init__.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 3 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
...
----------------------------------------------------------------------
Ran 3 tests in 0.014s

OK
Destroying test database for alias 'default'...
"
swe,django__django-15213,short,,django/django,4.1,django/django,django/django,03cadb912c78b769d6bf4a943a2a35fc1d952960,whole_branch_abort,0,True,oracle,oracle,oracle,oracle,strace,22.800342,12.31608,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-15213-whole_branch_abort-0-4jb4mgw4/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15213-whole_branch_abort-0-4jb4mgw4/repo/django"", ""tmp/agenttx-swe-django__django-15213-whole_branch_abort-0-4jb4mgw4/repo/django/db"", ""tmp/agenttx-swe-django__django-15213-whole_branch_abort-0-4jb4mgw4/repo/django/db/models"", ""tmp/agenttx-swe-django__django-15213-whole_branch_abort-0-4jb4mgw4/repo/django/db/models/fields"", ""tmp/agenttx-swe-django__django-15213-whole_branch_abort-0-4jb4mgw4/repo/django/db/models/fields/__init__.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 3 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
...
----------------------------------------------------------------------
Ran 3 tests in 0.014s

OK
Destroying test database for alias 'default'...
"
swe,django__django-15320,short,,django/django,4.1,django/django,django/django,b55ebe32417e0884b6b8b3e1bc0379033aa221af,causal,0,True,oracle,oracle,oracle,oracle,strace,55.038839,43.637701,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-15320-causal-0-94unmc8q/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15320-causal-0-94unmc8q/repo/django"", ""tmp/agenttx-swe-django__django-15320-causal-0-94unmc8q/repo/django/db"", ""tmp/agenttx-swe-django__django-15320-causal-0-94unmc8q/repo/django/db/models"", ""tmp/agenttx-swe-django__django-15320-causal-0-94unmc8q/repo/django/db/models/expressions.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 1 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
.
----------------------------------------------------------------------
Ran 1 test in 0.002s

OK
Destroying test database for alias 'default'...
"
swe,django__django-15320,short,,django/django,4.1,django/django,django/django,b55ebe32417e0884b6b8b3e1bc0379033aa221af,temporal_checkpoint,0,True,oracle,oracle,oracle,oracle,strace,22.938279,12.473225,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-15320-temporal_checkpoint-0-woqjhvhf/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15320-temporal_checkpoint-0-woqjhvhf/repo/django"", ""tmp/agenttx-swe-django__django-15320-temporal_checkpoint-0-woqjhvhf/repo/django/db"", ""tmp/agenttx-swe-django__django-15320-temporal_checkpoint-0-woqjhvhf/repo/django/db/models"", ""tmp/agenttx-swe-django__django-15320-temporal_checkpoint-0-woqjhvhf/repo/django/db/models/expressions.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 1 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
.
----------------------------------------------------------------------
Ran 1 test in 0.002s

OK
Destroying test database for alias 'default'...
"
swe,django__django-15320,short,,django/django,4.1,django/django,django/django,b55ebe32417e0884b6b8b3e1bc0379033aa221af,whole_branch_abort,0,True,oracle,oracle,oracle,oracle,strace,22.927056,12.424679,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-15320-whole_branch_abort-0-lico_y5x/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15320-whole_branch_abort-0-lico_y5x/repo/django"", ""tmp/agenttx-swe-django__django-15320-whole_branch_abort-0-lico_y5x/repo/django/db"", ""tmp/agenttx-swe-django__django-15320-whole_branch_abort-0-lico_y5x/repo/django/db/models"", ""tmp/agenttx-swe-django__django-15320-whole_branch_abort-0-lico_y5x/repo/django/db/models/expressions.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 1 test(s).
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
.
----------------------------------------------------------------------
Ran 1 test in 0.002s

OK
Destroying test database for alias 'default'...
"
swe,django__django-15388,short,,django/django,4.1,django/django,django/django,c5cd8783825b5f6384417dac5f3889b4210b7d08,causal,0,True,oracle,oracle,oracle,oracle,strace,55.339423,43.746405,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-15388-causal-0-uqtyxwj_/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15388-causal-0-uqtyxwj_/repo/django"", ""tmp/agenttx-swe-django__django-15388-causal-0-uqtyxwj_/repo/django/template"", ""tmp/agenttx-swe-django__django-15388-causal-0-uqtyxwj_/repo/django/template/autoreload.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 1 test(s).
System check identified no issues (0 silenced).
",".
----------------------------------------------------------------------
Ran 1 test in 0.001s

OK
"
swe,django__django-15388,short,,django/django,4.1,django/django,django/django,c5cd8783825b5f6384417dac5f3889b4210b7d08,temporal_checkpoint,0,True,oracle,oracle,oracle,oracle,strace,22.56638,12.038971,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-15388-temporal_checkpoint-0-t_noja5z/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15388-temporal_checkpoint-0-t_noja5z/repo/django"", ""tmp/agenttx-swe-django__django-15388-temporal_checkpoint-0-t_noja5z/repo/django/template"", ""tmp/agenttx-swe-django__django-15388-temporal_checkpoint-0-t_noja5z/repo/django/template/autoreload.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 1 test(s).
System check identified no issues (0 silenced).
",".
----------------------------------------------------------------------
Ran 1 test in 0.001s

OK
"
swe,django__django-15388,short,,django/django,4.1,django/django,django/django,c5cd8783825b5f6384417dac5f3889b4210b7d08,whole_branch_abort,0,True,oracle,oracle,oracle,oracle,strace,22.794582,12.56608,0,0,0,0,oracle,0,0,,,3,"[0, 1, 2, 3]","[""tmp/agenttx-swe-django__django-15388-whole_branch_abort-0-9fcmn4pz/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15388-whole_branch_abort-0-9fcmn4pz/repo/django"", ""tmp/agenttx-swe-django__django-15388-whole_branch_abort-0-9fcmn4pz/repo/django/template"", ""tmp/agenttx-swe-django__django-15388-whole_branch_abort-0-9fcmn4pz/repo/django/template/autoreload.py""]",False,False,False,True,False,0,True,True,True,True,False,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 1 test(s).
System check identified no issues (0 silenced).
",".
----------------------------------------------------------------------
Ran 1 test in 0.001s

OK
"
swe,django__django-15400,short,,django/django,4.1,django/django,django/django,4c76ffc2d6c77c850b4bef8d9acc197d11c47937,causal,0,True,oracle,oracle,oracle,oracle,strace,59.945802,48.461144,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-15400-causal-0-agq3a321/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-15400-causal-0-agq3a321/repo/django"", ""tmp/agenttx-swe-django__django-15400-causal-0-agq3a321/repo/django/utils"", ""tmp/agenttx-swe-django__django-15400-causal-0-agq3a321/repo/django/utils/functional.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
Found 2 test(s).
System check identified no issues (0 silenced).
","..
----------------------------------------------------------------------
Ran 2 tests in 0.000s

OK
"
